0.300	0
0.305	0
0.310	0
0.315	0
0.320	0
0.325	0
0.330	0
0.335	0
0.340	0
0.345	0
0.350	0
0.360	0
0.370	0
0.380	0
0.390	0
0.400	0
0.410	0
0.420	0
0.430	0
0.440	0
0.450	0
0.460	0
0.470	0
0.480	0
0.490	0
0.500	0
0.510	0
0.520	0
0.530	0
0.540	0
0.550	0
0.570	0
0.593	0
0.610	0
0.630	0
0.656	0
0.668	0
0.690	0.15
0.710	0
0.718	0
0.724	0
0.740	0
0.753	0
0.758	0
0.763	4
0.768	0.35
0.780	0
0.800	0
0.816	0
0.824	0
0.832	0
0.840	0
0.860	0
0.880	0
0.905	0
0.915	0
0.925	0
0.930	0
0.937	0
0.948	0
0.965	0
0.980	0
0.994	0
1.040	0
1.070	0
1.100	0
1.120	0
1.130	0
1.145	0
1.161	0
1.170	0
1.200	0
1.240	0.05
1.270	0.3
1.290	0.02
1.320	0.0002
1.350	0.00011
1.395	0.00001
1.443	0.05
1.463	0.011
1.477	0.005
1.497	0.0006
1.520	0
1.539	0.005
1.558	0.13
1.578	0.04
1.592	0.06
1.610	0.13
1.630	0.001
1.646	0.0014
1.678	0.0001
1.740	0.00001
1.800	0.00001
1.860	0.0001
1.920	0.001
1.960	4.3
1.985	0.2
2.005	21
2.035	0.13
2.065	1
2.100	0.08
2.148	0.001
2.198	0.00038
2.270	0.001
2.360	0.0005
2.450	0.00015
2.500	0.00014
2.600	0.00066
2.700	100
2.800	150
2.900	0.13
3.000	0.0095
3.100	0.001
3.200	0.8
3.300	1.9
3.400	1.3
3.500	0.075
3.600	0.01
3.700	0.00195
3.800	0.004
3.900	0.29
4.000	0.025
